timestamp,hour,minute,second,cpu_usage,memory_usage,swap_memory,disk_usage_percent,system_uptime_minutes,process_count,active_processes,background_processes,high_cpu_processes,high_memory_processes,python_processes,shell_processes,suspicious_process_names,zombie_processes,cpu_threads,total_threads,thread_to_process_ratio,keyboard_events,keyboard_to_process_ratio,total_open_files,network_connections,total_connections,users_logged_in,cpu_to_keyboard_ratio,keyboard_hardware_interrupts,kernel_context_switches_delta,kernel_sys_read_delta,kernel_sys_write_delta,kernel_openat_delta,kernel_execve_delta,kernel_connect_delta,scenario,collector_type,label
2026-05-26 22:02:44.737435,22,2,44,4.9,46.5,0.0,50.2,93.26,234,234,227,1,4,1,3,5,1,4,779,3.3291,234,1.0,234,18,18,2,0.0209,0,2910,2197,491,1393,2,3,level3_benign_normal_behavior,ebpf,benign
2026-05-26 22:02:45.416585,22,2,45,2.6,46.5,0.0,50.2,93.27,234,234,227,1,4,1,3,5,1,4,779,3.3291,234,1.0,234,18,18,2,0.0111,0,2593,2143,442,1380,2,0,level3_benign_normal_behavior,ebpf,benign
2026-05-26 22:02:46.105246,22,2,46,2.6,46.6,0.0,50.2,93.28,234,234,227,1,4,1,3,5,1,4,779,3.3291,234,1.0,234,18,18,2,0.0111,0,2741,2048,328,1386,2,0,level3_benign_normal_behavior,ebpf,benign
2026-05-26 22:02:46.780348,22,2,46,4.9,46.6,0.0,50.2,93.3,234,234,227,2,4,1,3,5,1,4,779,3.3291,234,1.0,234,18,18,2,0.0209,0,2430,1957,255,1380,2,0,level3_benign_normal_behavior,ebpf,benign
2026-05-26 22:02:47.475072,22,2,47,5.4,46.6,0.0,50.2,93.31,234,234,227,1,4,1,3,5,1,4,779,3.3291,234,1.0,234,18,18,2,0.0231,0,2437,1979,265,1386,2,0,level3_benign_normal_behavior,ebpf,benign
2026-05-26 22:02:48.154457,22,2,48,2.5,46.6,0.0,50.2,93.32,234,234,227,2,4,1,3,5,1,4,779,3.3291,234,1.0,234,18,18,2,0.0107,0,3213,2262,559,1381,2,3,level3_benign_normal_behavior,ebpf,benign
2026-05-26 22:02:48.835933,22,2,48,2.6,46.6,0.0,50.2,93.33,234,234,227,1,4,1,3,5,1,4,779,3.3291,234,1.0,234,17,17,2,0.0111,0,2560,2031,317,1386,2,3,level3_benign_normal_behavior,ebpf,benign
2026-05-26 22:02:49.506018,22,2,49,15.0,46.5,0.0,50.2,93.34,234,234,227,1,4,1,3,5,1,4,779,3.3291,234,1.0,234,17,17,2,0.0641,0,2567,2026,321,1380,2,28,level3_benign_normal_behavior,ebpf,benign
2026-05-26 22:02:50.200325,22,2,50,2.5,46.5,0.0,50.2,93.35,234,234,227,1,4,1,3,5,1,4,779,3.3291,234,1.0,234,17,17,2,0.0107,0,2558,2033,317,1387,2,0,level3_benign_normal_behavior,ebpf,benign
2026-05-26 22:02:50.886829,22,2,50,4.7,46.5,0.0,50.2,93.36,234,234,227,1,4,1,3,5,1,4,779,3.3291,234,1.0,234,17,17,2,0.0201,0,2610,1988,273,1386,2,0,level3_benign_normal_behavior,ebpf,benign
