timestamp,hour,minute,second,cpu_usage,memory_usage,swap_memory,disk_usage_percent,system_uptime_minutes,process_count,active_processes,background_processes,high_cpu_processes,high_memory_processes,python_processes,shell_processes,suspicious_process_names,zombie_processes,cpu_threads,total_threads,thread_to_process_ratio,keyboard_events,keyboard_to_process_ratio,total_open_files,network_connections,total_connections,users_logged_in,cpu_to_keyboard_ratio,keyboard_hardware_interrupts,kernel_context_switches_delta,kernel_sys_read_delta,kernel_sys_write_delta,kernel_openat_delta,kernel_execve_delta,kernel_connect_delta,scenario,collector_type,label
2026-05-28 07:58:50.867132,7,58,50,3.3,71.5,24.5,85.3,176.61,218,218,205,0,6,4,5,5,1,3,825,3.7844,218,1.0,218,7,7,1,0.0151,0,0,79,29,73,0,0,all_keylogger_levels_combined_behavior,ebpf,malicious
2026-05-28 07:58:52.011269,7,58,52,10.0,71.6,24.5,85.3,176.63,219,219,205,0,6,4,6,5,2,3,826,3.7717,219,1.0,219,7,7,1,0.0457,0,962,2324,82,1740,14,2,all_keylogger_levels_combined_behavior,ebpf,malicious
2026-05-28 07:58:52.685291,7,58,52,0.0,71.6,24.5,85.3,176.64,219,219,205,1,6,4,6,5,2,3,826,3.7717,219,1.0,219,7,7,1,0.0,1,449,1681,43,1432,8,1,all_keylogger_levels_combined_behavior,ebpf,malicious
2026-05-28 07:58:53.380871,7,58,53,0.0,71.6,24.5,85.3,176.65,219,219,205,1,6,4,6,5,2,3,826,3.7717,219,1.0,219,7,7,1,0.0,6,782,1744,95,1472,14,1,all_keylogger_levels_combined_behavior,ebpf,malicious
2026-05-28 07:58:54.059412,7,58,54,6.9,71.3,24.5,85.3,176.67,219,219,205,1,6,4,6,5,2,3,826,3.7717,219,1.0,219,7,7,1,0.0315,5,1237,1922,122,1408,2,1,all_keylogger_levels_combined_behavior,ebpf,malicious
2026-05-28 07:58:54.728467,7,58,54,6.5,71.2,24.5,85.3,176.68,219,218,204,0,6,4,6,5,2,3,803,3.6667,219,1.0,219,7,7,1,0.0297,7,1062,1784,133,1472,8,1,all_keylogger_levels_combined_behavior,ebpf,malicious
2026-05-28 07:58:55.429717,7,58,55,44.8,71.5,24.5,85.3,176.69,218,218,204,1,6,4,6,5,2,3,803,3.6835,218,1.0,218,7,7,1,0.2055,7,1040,1774,138,1462,14,1,all_keylogger_levels_combined_behavior,ebpf,malicious
2026-05-28 07:58:56.123727,7,58,56,6.7,70.2,24.5,85.3,176.7,218,218,204,1,6,4,6,5,2,3,803,3.6835,218,1.0,218,7,7,1,0.0307,2,1183,1883,95,1391,3,1,all_keylogger_levels_combined_behavior,ebpf,malicious
2026-05-28 07:58:56.835045,7,58,56,6.8,70.2,24.5,85.3,176.71,218,218,204,0,6,4,6,5,2,3,803,3.6835,218,1.0,218,7,7,1,0.0312,6,660,1737,96,1469,6,1,all_keylogger_levels_combined_behavior,ebpf,malicious
2026-05-28 07:58:57.514329,7,58,57,0.0,70.2,24.5,85.3,176.72,218,218,204,0,6,4,6,5,2,3,803,3.6835,218,1.0,218,7,7,1,0.0,0,663,1914,64,1449,14,1,all_keylogger_levels_combined_behavior,ebpf,malicious
2026-05-28 07:58:58.192769,7,58,58,3.2,70.2,24.5,85.3,176.74,218,218,204,1,6,4,6,5,2,3,803,3.6835,218,1.0,218,7,7,1,0.0147,0,468,1668,59,1424,8,1,all_keylogger_levels_combined_behavior,ebpf,malicious
2026-05-28 07:58:58.883871,7,58,58,0.0,70.2,24.5,85.3,176.75,218,218,204,0,6,4,6,5,2,3,804,3.6881,218,1.0,218,7,7,1,0.0,0,328,1740,29,1376,2,1,all_keylogger_levels_combined_behavior,ebpf,malicious
2026-05-28 07:58:59.556932,7,58,59,45.2,70.1,24.5,85.3,176.76,218,218,204,1,6,4,6,5,2,3,806,3.6972,218,1.0,218,7,7,1,0.2073,0,742,1791,116,1414,14,1,all_keylogger_levels_combined_behavior,ebpf,malicious
2026-05-28 07:59:00.244064,7,59,0,12.9,70.2,24.5,85.3,176.77,218,218,204,2,6,4,6,5,2,3,805,3.6927,218,1.0,218,7,7,1,0.0592,0,1168,3986,184,1450,8,1,all_keylogger_levels_combined_behavior,ebpf,malicious
2026-05-28 07:59:00.908554,7,59,0,0.0,70.2,24.5,85.3,176.78,218,218,204,0,6,4,6,5,2,3,805,3.6927,218,1.0,218,7,7,1,0.0,0,585,2018,438,1373,2,1,all_keylogger_levels_combined_behavior,ebpf,malicious
2026-05-28 07:59:01.606748,7,59,1,3.2,70.3,24.5,85.3,176.79,218,218,204,1,6,4,6,5,2,3,805,3.6927,218,1.0,218,7,7,1,0.0147,3,803,1745,87,1456,14,1,all_keylogger_levels_combined_behavior,ebpf,malicious
2026-05-28 07:59:02.334140,7,59,2,0.0,70.3,24.5,85.3,176.8,218,218,204,1,6,4,6,5,2,3,805,3.6927,218,1.0,218,7,7,1,0.0,1,486,1667,48,1408,8,1,all_keylogger_levels_combined_behavior,ebpf,malicious
2026-05-28 07:59:03.026286,7,59,3,0.0,70.3,24.5,85.3,176.82,219,218,204,1,6,4,6,5,2,3,805,3.6758,219,1.0,219,7,7,1,0.0,0,385,1623,41,1374,8,1,all_keylogger_levels_combined_behavior,ebpf,malicious
2026-05-28 07:59:03.728326,7,59,3,0.0,70.3,24.5,85.3,176.83,218,218,204,1,6,4,6,5,2,3,805,3.6927,218,1.0,218,7,7,1,0.0,0,562,1662,43,1427,8,0,all_keylogger_levels_combined_behavior,ebpf,malicious
2026-05-28 07:59:04.563634,7,59,4,3.3,70.3,24.5,85.3,176.84,218,218,204,0,6,4,6,5,2,3,805,3.6927,218,1.0,218,7,7,1,0.0151,5,575,2024,88,1448,8,1,all_keylogger_levels_combined_behavior,ebpf,malicious
2026-05-28 07:59:05.249291,7,59,5,3.0,70.5,24.5,85.3,176.85,218,218,204,1,6,4,6,5,2,3,805,3.6927,218,1.0,218,7,7,1,0.0138,3,854,1753,109,1454,14,2,all_keylogger_levels_combined_behavior,ebpf,malicious
2026-05-28 07:59:05.923876,7,59,5,0.0,70.5,24.5,85.3,176.86,218,218,204,1,6,4,6,5,2,3,805,3.6927,218,1.0,218,7,7,1,0.0,7,547,1728,121,1409,2,0,all_keylogger_levels_combined_behavior,ebpf,malicious
2026-05-28 07:59:06.747049,7,59,6,2.3,70.4,24.5,85.3,176.88,218,218,204,1,6,4,6,5,2,3,805,3.6927,218,1.0,218,7,7,1,0.0106,3,563,1679,58,1432,8,1,all_keylogger_levels_combined_behavior,ebpf,malicious
2026-05-28 07:59:07.456744,7,59,7,7.7,70.4,24.5,85.3,176.89,218,218,204,1,6,4,6,5,2,3,805,3.6927,218,1.0,218,7,7,1,0.0353,2,726,1747,88,1450,14,2,all_keylogger_levels_combined_behavior,ebpf,malicious
2026-05-28 07:59:08.123902,7,59,8,23.3,71.0,24.6,85.3,176.9,221,220,204,0,6,4,6,5,2,3,807,3.6516,221,1.0,221,7,7,1,0.1054,6,631,1700,78,1471,4,3,all_keylogger_levels_combined_behavior,ebpf,malicious
2026-05-28 07:59:08.817103,7,59,8,0.0,71.1,24.6,85.3,176.91,220,220,204,0,6,4,6,5,2,3,807,3.6682,220,1.0,220,7,7,1,0.0,0,529,1779,63,1519,9,6,all_keylogger_levels_combined_behavior,ebpf,malicious
2026-05-28 07:59:09.521537,7,59,9,0.0,71.2,24.6,85.3,176.92,220,220,204,1,6,4,6,5,2,3,807,3.6682,220,1.0,220,7,7,1,0.0,5,595,1709,58,1450,14,2,all_keylogger_levels_combined_behavior,ebpf,malicious
2026-05-28 07:59:10.194978,7,59,10,9.7,71.2,24.6,85.3,176.94,218,218,204,1,6,4,6,5,2,3,806,3.6972,218,1.0,218,7,7,1,0.0445,5,829,3402,129,1531,11,6,all_keylogger_levels_combined_behavior,ebpf,malicious
2026-05-28 07:59:10.875328,7,59,10,3.1,71.2,24.6,85.3,176.95,218,218,204,0,6,4,6,5,2,3,806,3.6972,218,1.0,218,7,7,1,0.0142,0,424,1802,56,1382,2,0,all_keylogger_levels_combined_behavior,ebpf,malicious
