timestamp,hour,minute,second,cpu_usage,memory_usage,swap_memory,disk_usage_percent,system_uptime_minutes,process_count,active_processes,background_processes,high_cpu_processes,high_memory_processes,python_processes,shell_processes,suspicious_process_names,zombie_processes,cpu_threads,total_threads,thread_to_process_ratio,keyboard_events,keyboard_to_process_ratio,total_open_files,network_connections,total_connections,users_logged_in,cpu_to_keyboard_ratio,keyboard_hardware_interrupts,kernel_context_switches_delta,kernel_sys_read_delta,kernel_sys_write_delta,label
2026-05-23 23:33:48.830538,23,33,48,0.0,87.0,100.0,77.8,66.15,266,266,255,2,3,1,9,5,1,4,968,3.6391,266,1.0,266,27,27,2,0.0,0,1523,1955,111,benign
2026-05-23 23:33:49.517849,23,33,49,27.3,87.0,100.0,77.9,66.16,269,269,258,3,3,1,10,5,1,4,972,3.6134,269,1.0,269,27,27,2,0.1015,0,1129,3090,179,benign
2026-05-23 23:33:50.217237,23,33,50,5.1,87.0,100.0,77.9,66.17,269,266,255,1,3,1,9,5,1,4,969,3.6022,269,1.0,269,28,28,2,0.019,0,1555,2035,170,benign
2026-05-23 23:33:50.915482,23,33,50,2.6,87.0,100.0,77.9,66.18,266,266,255,2,3,1,9,5,1,4,969,3.6429,266,1.0,266,27,27,2,0.0098,0,1907,2107,232,benign
2026-05-23 23:33:51.600646,23,33,51,5.7,87.0,100.0,77.9,66.19,266,266,255,2,3,1,9,5,1,4,971,3.6504,266,1.0,266,27,27,2,0.0214,0,793,4632,104,benign
2026-05-23 23:33:52.283662,23,33,52,31.6,87.4,100.0,77.8,66.2,266,266,255,2,3,1,9,5,1,4,971,3.6504,266,1.0,266,27,27,2,0.1188,0,1482,2014,160,benign
2026-05-23 23:33:52.965140,23,33,52,0.0,87.3,100.0,77.8,66.21,266,266,255,2,3,1,9,5,1,4,970,3.6466,266,1.0,266,27,27,2,0.0,0,2223,2116,255,benign
2026-05-23 23:33:53.643548,23,33,53,0.0,87.3,100.0,77.8,66.23,266,266,255,1,3,1,9,5,1,4,970,3.6466,266,1.0,266,27,27,2,0.0,0,1010,1985,142,benign
2026-05-23 23:33:54.318839,23,33,54,0.0,87.2,100.0,77.8,66.24,269,269,258,2,3,1,10,5,1,4,975,3.6245,269,1.0,269,27,27,2,0.0,0,1749,3071,155,benign
2026-05-23 23:33:55.063157,23,33,55,36.8,84.9,100.0,77.8,66.25,269,269,258,3,3,1,10,5,1,4,972,3.6134,269,1.0,269,28,28,2,0.1368,0,556,1955,86,benign
2026-05-23 23:33:55.777941,23,33,55,2.6,84.9,100.0,77.8,66.26,266,266,255,1,3,1,9,5,1,4,968,3.6391,266,1.0,266,28,28,2,0.0098,0,1740,2063,144,benign
2026-05-23 23:33:56.481801,23,33,56,0.0,84.8,100.0,77.9,66.27,266,266,255,3,3,1,9,5,1,4,967,3.6353,266,1.0,266,27,27,2,0.0,0,2299,2082,204,benign
2026-05-23 23:33:57.188649,23,33,57,2.7,84.8,100.0,77.9,66.28,266,266,255,1,3,1,9,5,1,4,967,3.6353,266,1.0,266,27,27,2,0.0102,0,607,1903,62,benign
2026-05-23 23:33:57.914099,23,33,57,2.4,84.7,100.0,77.9,66.3,266,266,255,2,3,1,9,5,1,4,968,3.6391,266,1.0,266,27,27,2,0.009,0,2120,2057,186,benign
2026-05-23 23:33:58.628079,23,33,58,26.3,84.7,100.0,77.9,66.31,266,266,255,3,3,1,9,5,1,4,967,3.6353,266,1.0,266,27,27,2,0.0989,0,813,1987,92,benign
2026-05-23 23:33:59.336874,23,33,59,2.7,84.7,100.0,77.9,66.32,269,269,258,1,3,1,10,5,1,4,970,3.6059,269,1.0,269,27,27,2,0.01,0,1317,2981,113,benign
2026-05-23 23:34:00.039780,23,34,0,0.0,85.1,100.0,77.8,66.33,269,269,258,2,3,1,10,5,1,4,970,3.6059,269,1.0,269,27,27,2,0.0,0,1471,2062,132,benign
2026-05-23 23:34:00.715496,23,34,0,14.6,84.9,100.0,77.8,66.34,266,266,255,1,3,1,9,5,1,4,967,3.6353,266,1.0,266,27,27,2,0.0549,0,951,2034,117,benign
2026-05-23 23:34:01.387530,23,34,1,0.0,84.9,100.0,77.8,66.36,266,266,255,1,3,1,9,5,1,4,968,3.6391,266,1.0,266,27,27,2,0.0,0,1638,2000,158,benign
2026-05-23 23:34:02.066500,23,34,2,24.3,84.7,100.0,77.8,66.37,266,266,255,3,3,1,9,5,1,4,967,3.6353,266,1.0,266,27,27,2,0.0914,0,4390,1962,93,benign
2026-05-23 23:34:02.748115,23,34,2,7.9,84.8,100.0,77.8,66.38,266,266,255,3,3,1,9,5,1,4,969,3.6429,266,1.0,266,27,27,2,0.0297,0,7977,1992,145,benign
2026-05-23 23:34:03.430023,23,34,3,17.9,84.7,100.0,77.8,66.39,266,266,255,3,3,1,9,5,1,4,969,3.6429,266,1.0,266,27,27,2,0.0673,0,5725,2016,148,benign
2026-05-23 23:34:04.102966,23,34,4,2.5,84.4,100.0,77.8,66.4,266,266,255,3,3,1,9,5,1,4,969,3.6429,266,1.0,266,27,27,2,0.0094,0,5710,2137,264,benign
2026-05-23 23:34:04.782662,23,34,4,0.0,84.4,100.0,77.8,66.41,269,269,258,1,3,1,10,5,1,4,971,3.6097,269,1.0,269,27,27,2,0.0,0,1789,2989,113,benign
2026-05-23 23:34:05.460123,23,34,5,17.9,84.5,100.0,77.8,66.42,266,266,255,2,3,1,9,5,1,4,968,3.6391,266,1.0,266,27,27,2,0.0673,0,3401,2051,121,benign
2026-05-23 23:34:06.207329,23,34,6,0.0,84.5,100.0,77.8,66.44,266,266,255,0,3,1,9,5,1,4,968,3.6391,266,1.0,266,27,27,2,0.0,0,1464,1950,99,benign
2026-05-23 23:34:06.885313,23,34,6,2.9,84.4,100.0,77.8,66.45,266,266,255,2,3,1,9,5,1,4,968,3.6391,266,1.0,266,27,27,2,0.0109,0,1491,1989,122,benign
2026-05-23 23:34:07.564549,23,34,7,21.1,84.5,100.0,77.8,66.46,266,266,255,2,3,1,9,5,1,4,967,3.6353,266,1.0,266,27,27,2,0.0793,0,913,1950,106,benign
2026-05-23 23:34:08.237187,23,34,8,5.3,84.4,100.0,77.8,66.47,266,266,255,2,3,1,9,5,1,4,968,3.6391,266,1.0,266,27,27,2,0.0199,0,1887,2055,185,benign
2026-05-23 23:34:08.908199,23,34,8,0.0,84.3,100.0,77.8,66.48,266,266,255,1,3,1,9,5,1,4,968,3.6391,266,1.0,266,27,27,2,0.0,0,1602,1967,123,benign
2026-05-23 23:34:09.580512,23,34,9,0.0,84.4,100.0,77.8,66.49,269,269,258,1,3,1,10,5,1,4,971,3.6097,269,1.0,269,27,27,2,0.0,0,815,3052,141,benign
2026-05-23 23:34:10.276104,23,34,10,5.6,84.4,100.0,77.9,66.5,266,266,255,3,3,1,9,5,1,4,966,3.6316,266,1.0,266,27,27,2,0.0211,0,1507,1986,110,benign
2026-05-23 23:34:11.020195,23,34,11,0.0,84.4,100.0,77.9,66.51,266,266,255,2,3,1,9,5,1,4,967,3.6353,266,1.0,266,27,27,2,0.0,0,2023,2083,173,benign
2026-05-23 23:34:11.720664,23,34,11,2.5,84.9,100.0,77.8,66.53,266,266,255,3,3,1,9,5,1,4,967,3.6353,266,1.0,266,27,27,2,0.0094,0,1656,1995,125,benign
2026-05-23 23:34:12.436613,23,34,12,17.9,84.9,100.0,77.8,66.54,266,266,255,3,3,1,9,5,1,4,967,3.6353,266,1.0,266,27,27,2,0.0673,0,1934,1962,112,benign
2026-05-23 23:34:13.140307,23,34,13,2.5,84.9,100.0,77.8,66.55,266,266,255,2,3,1,9,5,1,4,967,3.6353,266,1.0,266,27,27,2,0.0094,0,1804,2059,189,benign
2026-05-23 23:34:13.871190,23,34,13,2.5,84.9,100.0,77.8,66.56,266,266,255,2,3,1,9,5,1,4,967,3.6353,266,1.0,266,27,27,2,0.0094,0,1943,2061,216,benign
2026-05-23 23:34:14.584446,23,34,14,22.5,84.8,100.0,77.8,66.57,269,269,258,3,3,1,10,5,1,4,970,3.6059,269,1.0,269,27,27,2,0.0836,0,1313,3092,176,benign
2026-05-23 23:34:15.260916,23,34,15,2.7,84.9,100.0,77.9,66.59,266,266,255,1,3,1,9,5,1,4,967,3.6353,266,1.0,266,27,27,2,0.0102,0,1830,2021,160,benign
2026-05-23 23:34:15.938437,23,34,15,4.9,85.3,100.0,77.8,66.6,266,266,255,3,3,1,9,5,1,4,966,3.6316,266,1.0,266,27,27,2,0.0184,0,1796,2045,163,benign
2026-05-23 23:34:16.610943,23,34,16,5.6,85.3,100.0,77.8,66.61,266,266,255,1,3,1,9,5,1,4,966,3.6316,266,1.0,266,27,27,2,0.0211,0,1062,1968,99,benign
2026-05-23 23:34:17.295330,23,34,17,5.0,85.3,100.0,77.8,66.62,266,266,255,4,3,1,9,5,1,4,967,3.6353,266,1.0,266,27,27,2,0.0188,0,5201,1995,155,benign
2026-05-23 23:34:17.973469,23,34,17,4.9,85.1,100.0,77.8,66.63,266,266,255,2,3,1,9,5,1,4,966,3.6316,266,1.0,266,27,27,2,0.0184,0,1647,2048,172,benign
2026-05-23 23:34:18.655686,23,34,18,30.0,85.2,99.9,77.8,66.64,266,266,255,3,3,1,9,5,1,4,967,3.6353,266,1.0,266,27,27,2,0.1128,0,4729,2080,250,benign
2026-05-23 23:34:19.359518,23,34,19,14.7,85.5,99.2,77.8,66.65,269,269,258,2,3,1,10,5,1,4,969,3.6022,269,1.0,269,27,27,2,0.0546,0,6715,3021,116,benign
2026-05-23 23:34:20.124431,23,34,20,38.5,85.6,98.6,77.8,66.67,268,268,258,3,3,1,9,5,0,4,968,3.6119,268,1.0,268,27,27,2,0.1437,0,13004,2024,124,benign
2026-05-23 23:34:20.845675,23,34,20,37.5,86.0,98.9,77.8,66.68,266,266,255,3,3,1,9,5,1,4,966,3.6316,266,1.0,266,27,27,2,0.141,0,2700,2081,189,benign
2026-05-23 23:34:21.557064,23,34,21,26.8,86.4,99.5,77.8,66.69,266,266,255,4,3,1,9,5,1,4,966,3.6316,266,1.0,266,27,27,2,0.1008,0,2004,1976,101,benign
2026-05-23 23:34:22.286988,23,34,22,62.2,87.4,99.8,77.8,66.7,266,266,255,3,3,1,9,5,1,4,966,3.6316,266,1.0,266,27,27,2,0.2338,0,671,1940,93,benign
2026-05-23 23:34:23.020499,23,34,23,48.7,88.1,99.9,77.9,66.71,266,266,255,2,3,1,9,5,1,4,966,3.6316,266,1.0,266,27,27,2,0.1831,0,1846,1952,81,benign
2026-05-23 23:34:23.753241,23,34,23,48.7,83.9,100.0,77.9,66.73,266,266,255,4,3,1,9,5,1,4,966,3.6316,266,1.0,266,27,27,2,0.1831,0,1597,1933,64,benign
2026-05-23 23:34:24.447853,23,34,24,2.6,84.3,100.0,77.8,66.74,269,269,258,1,3,1,10,5,1,4,969,3.6022,269,1.0,269,27,27,2,0.0097,0,1830,3034,120,benign
2026-05-23 23:34:25.131239,23,34,25,17.9,84.3,100.0,77.9,66.75,269,269,258,3,3,1,10,5,1,4,970,3.6059,269,1.0,269,27,27,2,0.0665,0,1911,1959,91,benign
2026-05-23 23:34:25.821712,23,34,25,41.0,84.3,99.8,77.9,66.76,266,266,255,3,3,1,9,5,1,4,966,3.6316,266,1.0,266,27,27,2,0.1541,0,4064,2492,226,benign
2026-05-23 23:34:26.503892,23,34,26,20.0,82.7,99.8,77.8,66.77,266,266,255,3,3,1,9,5,1,4,968,3.6391,266,1.0,266,27,27,2,0.0752,0,5346,2644,158,benign
2026-05-23 23:34:27.201452,23,34,27,27.5,84.2,99.8,77.8,66.79,266,266,255,2,3,1,9,5,1,4,968,3.6391,266,1.0,266,27,27,2,0.1034,0,670,1957,92,benign
2026-05-23 23:34:27.891390,23,34,27,23.1,85.3,99.8,77.8,66.8,266,266,255,2,3,1,9,5,1,4,968,3.6391,266,1.0,266,27,27,2,0.0868,0,1953,1982,112,benign
2026-05-23 23:34:28.583023,23,34,28,56.4,85.9,99.8,77.8,66.81,266,266,255,2,3,1,9,5,1,4,968,3.6391,266,1.0,266,27,27,2,0.212,0,956,1934,86,benign
