timestamp,hour,minute,second,cpu_usage,memory_usage,swap_memory,disk_usage_percent,system_uptime_minutes,process_count,active_processes,high_cpu_processes,high_memory_processes,python_processes,shell_processes,suspicious_process_names,zombie_processes,cpu_threads,total_threads,thread_to_process_ratio,keyboard_events,keyboard_to_process_ratio,total_open_files,network_connections,total_connections,users_logged_in,cpu_to_keyboard_ratio,label
2026-05-23 10:51:52.757634,10,51,52,3.2,40.9,0.0,94.0,9.9,213,214,2,0,1,1,1,0,8,2636,12.3756,0,0.0,1383,115,115,1,3.2,benign
2026-05-23 10:52:00.635847,10,52,0,1.9,41.2,0.0,94.0,10.03,215,214,2,0,1,1,1,0,8,2645,12.3023,0,0.0,1382,113,115,1,1.9,benign
2026-05-23 10:52:08.654838,10,52,8,3.1,41.1,0.0,94.0,10.16,214,213,2,0,1,1,1,0,8,2693,12.5841,0,0.0,1382,113,111,1,3.1,benign
2026-05-23 10:52:16.727115,10,52,16,7.8,41.0,0.0,94.0,10.29,212,211,2,0,1,1,1,0,8,2747,12.9575,0,0.0,1376,116,113,1,7.8,benign
2026-05-23 10:52:24.714474,10,52,24,13.8,41.2,0.0,94.0,10.43,217,213,2,0,1,1,1,0,8,2829,13.0369,0,0.0,1381,114,116,1,13.8,benign
2026-05-23 10:52:32.981821,10,52,32,16.1,41.0,0.0,94.0,10.56,212,212,2,0,1,1,1,0,8,2850,13.4434,0,0.0,1375,111,111,1,16.1,benign
2026-05-23 10:52:41.138908,10,52,41,5.1,41.0,0.0,94.0,10.7,215,215,2,0,1,1,1,0,8,2900,13.4884,0,0.0,1385,113,114,1,5.1,benign
2026-05-23 10:52:49.412827,10,52,49,20.9,41.1,0.0,94.0,10.83,216,215,3,0,1,1,1,0,8,2886,13.3611,0,0.0,1377,113,113,1,20.9,benign
2026-05-23 10:52:58.871088,10,52,58,5.8,40.9,0.0,94.0,10.97,213,213,2,0,1,1,1,0,8,2896,13.5962,0,0.0,1368,111,113,1,5.8,benign
2026-05-23 10:53:08.339567,10,53,8,7.0,40.8,0.0,94.0,11.13,213,213,2,0,1,1,1,0,8,2887,13.554,0,0.0,1368,113,111,1,7.0,benign
2026-05-23 10:53:18.145967,10,53,18,17.5,40.8,0.0,94.0,11.29,213,213,3,0,1,1,1,0,8,2866,13.4554,0,0.0,1353,111,111,1,17.5,benign
2026-05-23 10:53:27.483185,10,53,27,7.0,40.6,0.0,94.0,11.45,212,212,3,0,1,1,1,0,8,2720,12.8302,0,0.0,1353,110,112,1,7.0,benign
2026-05-23 10:53:36.771786,10,53,36,7.9,40.5,0.0,94.0,11.61,212,212,2,0,1,1,1,0,8,2694,12.7075,0,0.0,1353,110,108,1,7.9,benign
2026-05-23 10:53:46.024150,10,53,46,8.1,40.4,0.0,94.0,11.76,212,212,2,0,1,1,1,0,8,2664,12.566,0,0.0,1353,109,109,1,8.1,benign
2026-05-23 10:53:55.230991,10,53,55,4.4,40.3,0.0,94.0,11.92,212,212,2,0,1,1,1,0,8,2638,12.4434,0,0.0,1353,109,110,1,4.4,benign
2026-05-23 10:54:04.585125,10,54,4,5.6,40.2,0.0,94.0,12.07,211,211,2,0,1,1,1,0,8,2626,12.4455,0,0.0,1353,107,107,1,5.6,benign
2026-05-23 10:54:13.947816,10,54,13,3.2,40.1,0.0,94.0,12.23,211,211,2,0,1,1,1,0,8,2620,12.4171,0,0.0,1353,108,108,1,3.2,benign
2026-05-23 10:54:22.989982,10,54,22,8.2,40.1,0.0,94.0,12.38,212,212,2,0,1,1,1,0,8,2632,12.4151,0,0.0,1353,106,108,1,8.2,benign
2026-05-23 10:54:32.047492,10,54,32,4.3,40.0,0.0,94.0,12.53,212,212,2,0,1,1,1,0,8,2568,12.1132,0,0.0,1353,104,104,1,4.3,benign
2026-05-23 10:54:41.400013,10,54,41,3.8,40.0,0.0,94.0,12.68,212,212,2,0,1,1,1,0,8,2561,12.0802,0,0.0,1353,106,107,1,3.8,benign
2026-05-23 10:54:50.577077,10,54,50,4.6,39.9,0.0,94.0,12.84,212,212,2,0,1,1,1,0,8,2552,12.0377,0,0.0,1353,106,106,1,4.6,benign
2026-05-23 10:54:59.793637,10,54,59,8.8,39.9,0.0,94.0,12.99,212,212,2,0,1,1,1,0,8,2516,11.8679,0,0.0,1353,104,106,1,8.8,benign
2026-05-23 10:55:08.859401,10,55,8,5.0,39.8,0.0,94.0,13.15,211,211,2,0,1,1,1,0,8,2517,11.9289,0,0.0,1353,106,104,1,5.0,benign
2026-05-23 10:55:18.111894,10,55,18,8.6,39.8,0.0,94.0,13.3,211,211,2,0,1,1,1,0,8,2521,11.9479,0,0.0,1353,106,106,1,8.6,benign
2026-05-23 10:55:27.619726,10,55,27,5.6,39.8,0.0,94.0,13.45,211,211,2,0,1,1,1,0,8,2516,11.9242,0,0.0,1353,106,105,1,5.6,benign
2026-05-23 10:55:37.058485,10,55,37,3.2,39.8,0.0,94.0,13.61,210,210,2,0,1,1,1,0,8,2498,11.8952,0,0.0,1353,107,104,1,3.2,benign
2026-05-23 10:55:46.234937,10,55,46,3.8,39.8,0.0,94.0,13.77,210,210,2,0,1,1,1,0,8,2474,11.781,0,0.0,1353,106,106,1,3.8,benign
2026-05-23 10:55:55.445922,10,55,55,5.4,39.8,0.0,94.0,13.92,210,210,2,0,1,1,1,0,8,2466,11.7429,0,0.0,1353,106,106,1,5.4,benign
2026-05-23 10:56:04.663136,10,56,4,3.2,39.8,0.0,94.0,14.07,210,210,2,0,1,1,1,0,8,2466,11.7429,0,0.0,1353,103,103,1,3.2,benign
2026-05-23 10:56:13.793706,10,56,13,1.3,39.8,0.0,94.0,14.23,210,210,2,0,1,1,1,0,8,2468,11.7524,0,0.0,1353,105,105,1,1.3,benign
2026-05-23 10:56:22.897082,10,56,22,2.5,39.7,0.0,94.0,14.38,209,209,2,0,1,1,1,0,8,2458,11.7608,0,0.0,1353,105,105,1,2.5,benign
2026-05-23 10:56:32.218326,10,56,32,2.6,39.7,0.0,94.0,14.53,209,209,2,0,1,1,1,0,8,2456,11.7512,0,0.0,1353,103,104,1,2.6,benign
2026-05-23 10:56:41.591476,10,56,41,2.6,39.7,0.0,94.0,14.69,209,209,2,0,1,1,1,0,8,2442,11.6842,0,0.0,1349,107,106,1,2.6,benign
2026-05-23 10:56:58.900728,10,56,58,12.2,40.1,0.0,94.0,14.84,211,233,5,0,1,1,2,0,8,2875,13.6256,0,0.0,1404,138,140,1,12.2,benign
2026-05-23 10:57:12.709122,10,57,12,40.3,42.4,0.0,94.0,15.13,238,237,7,0,1,1,2,0,8,3006,12.6303,0,0.0,1409,117,142,1,40.3,benign
2026-05-23 10:57:25.598212,10,57,25,50.6,43.0,0.0,94.0,15.36,239,240,7,0,1,1,2,0,8,3035,12.6987,0,0.0,1419,119,119,1,50.6,benign
2026-05-23 10:57:38.363201,10,57,38,35.6,43.2,0.0,94.0,15.58,239,239,7,0,1,1,2,0,8,3049,12.7573,0,0.0,1418,120,117,1,35.6,benign
2026-05-23 10:57:50.391335,10,57,50,44.4,43.2,0.0,94.0,15.79,238,238,7,0,1,1,2,0,8,2947,12.3824,0,0.0,1408,128,120,1,44.4,benign
2026-05-23 10:58:03.706915,10,58,3,43.5,43.3,0.0,94.0,15.99,233,232,7,0,1,1,2,0,8,3001,12.8798,0,0.0,1408,145,142,1,43.5,benign
2026-05-23 10:58:16.779762,10,58,16,50.6,42.8,0.3,94.2,16.21,230,230,6,0,1,1,1,0,8,2967,12.9,0,0.0,1366,154,146,1,50.6,benign
2026-05-23 10:58:29.967132,10,58,29,45.5,42.7,0.3,94.2,16.43,230,230,7,0,1,1,1,0,8,2968,12.9043,0,0.0,1367,155,156,1,45.5,benign
2026-05-23 10:58:42.546256,10,58,42,45.2,42.7,0.3,94.3,16.65,229,229,5,0,1,1,1,0,8,2965,12.9476,0,0.0,1362,160,154,1,45.2,benign
2026-05-23 10:58:53.364764,10,58,53,31.7,42.6,0.2,94.0,16.86,229,228,7,0,1,1,1,0,8,2967,12.9563,0,0.0,1363,157,158,1,31.7,benign
2026-05-23 10:59:04.367319,10,59,4,30.2,42.6,0.2,94.0,17.04,228,228,4,0,1,1,1,0,8,2841,12.4605,0,0.0,1360,154,155,1,30.2,benign
2026-05-23 10:59:15.725075,10,59,15,33.5,42.5,0.2,94.0,17.22,227,227,5,0,1,1,1,0,8,2804,12.3524,0,0.0,1360,153,154,1,33.5,benign
2026-05-23 10:59:26.491059,10,59,26,28.9,42.0,0.2,94.0,17.41,222,222,4,0,1,1,1,0,8,2772,12.4865,0,0.0,1360,151,153,1,28.9,benign
2026-05-23 10:59:37.073256,10,59,37,33.1,42.0,0.2,94.0,17.59,222,222,4,0,1,1,1,0,8,2742,12.3514,0,0.0,1359,145,149,1,33.1,benign
2026-05-23 10:59:47.494707,10,59,47,14.4,41.9,0.2,94.0,17.77,221,221,3,0,1,1,1,0,8,2738,12.3891,0,0.0,1358,145,145,1,14.4,benign
2026-05-23 10:59:58.178250,10,59,58,16.6,42.1,0.2,94.0,17.94,220,220,3,0,1,1,1,0,8,2980,13.5455,0,0.0,1370,124,141,1,16.6,benign
2026-05-23 11:00:08.719912,11,0,8,16.0,42.1,0.2,94.0,18.12,220,220,3,0,1,1,1,0,8,2937,13.35,0,0.0,1370,120,123,1,16.0,benign
2026-05-23 11:00:19.257196,11,0,19,20.9,42.0,0.5,94.0,18.29,220,220,3,0,1,1,1,0,8,2898,13.1727,0,0.0,1370,114,119,1,20.9,benign
2026-05-23 11:00:29.897599,11,0,29,19.7,41.9,0.5,94.0,18.47,219,219,3,0,1,1,1,0,8,2884,13.1689,0,0.0,1370,110,114,1,19.7,benign
2026-05-23 11:00:40.513775,11,0,40,15.8,42.0,0.5,94.0,18.65,219,219,3,0,1,1,1,0,8,2884,13.1689,0,0.0,1370,109,110,1,15.8,benign
2026-05-23 11:00:50.946999,11,0,50,18.0,42.0,0.5,94.0,18.82,219,219,3,0,1,1,1,0,8,2882,13.1598,0,0.0,1370,108,108,1,18.0,benign
2026-05-23 11:01:01.504669,11,1,1,19.3,42.0,0.5,94.0,19.0,219,219,3,0,1,1,1,0,8,2875,13.1279,0,0.0,1370,108,111,1,19.3,benign
2026-05-23 11:01:12.011934,11,1,12,14.4,42.1,0.5,94.0,19.17,219,219,3,0,1,1,1,0,8,2700,12.3288,0,0.0,1370,107,109,1,14.4,benign
2026-05-23 11:01:22.254037,11,1,22,16.6,41.9,0.5,94.0,19.35,219,219,3,0,1,1,1,0,8,2656,12.1279,0,0.0,1370,105,107,1,16.6,benign
2026-05-23 11:01:32.687249,11,1,32,14.1,41.9,0.5,94.0,19.52,219,219,3,0,1,1,1,0,8,2616,11.9452,0,0.0,1370,102,103,1,14.1,benign
2026-05-23 11:01:43.264833,11,1,43,19.4,41.9,0.5,94.0,19.69,219,218,3,0,1,1,1,0,8,2583,11.7945,0,0.0,1367,105,105,1,19.4,benign
2026-05-23 11:01:53.896823,11,1,53,17.4,42.3,0.5,94.0,19.87,221,221,3,0,1,1,1,0,8,2620,11.8552,0,0.0,1396,108,106,1,17.4,benign
2026-05-23 11:02:04.797111,11,2,4,16.4,42.2,0.5,94.0,20.05,221,221,3,0,1,1,1,0,8,2611,11.8145,0,0.0,1395,106,106,1,16.4,benign
2026-05-23 11:02:15.329746,11,2,15,15.1,42.2,0.5,94.0,20.23,220,220,3,0,1,1,1,0,8,2650,12.0455,0,0.0,1394,105,106,1,15.1,benign
2026-05-23 11:02:26.038970,11,2,26,17.5,42.2,0.5,94.0,20.4,220,220,3,0,1,1,1,0,8,2654,12.0636,0,0.0,1394,103,105,1,17.5,benign
2026-05-23 11:02:36.709962,11,2,36,14.5,41.4,0.5,94.0,20.58,220,219,4,0,1,1,1,0,8,2667,12.1227,0,0.0,1394,108,103,1,14.5,benign
2026-05-23 11:02:47.054661,11,2,47,18.5,41.5,0.5,94.0,20.76,219,218,3,0,1,1,1,0,8,2657,12.1324,0,0.0,1384,107,107,1,18.5,benign
2026-05-23 11:02:57.391833,11,2,57,16.2,41.3,0.5,94.0,20.93,217,217,3,0,1,1,1,0,8,2653,12.2258,0,0.0,1384,105,107,1,16.2,benign
2026-05-23 11:03:07.771628,11,3,7,14.8,41.3,0.5,94.0,21.11,217,217,3,0,1,1,1,0,8,2628,12.1106,0,0.0,1369,107,105,1,14.8,benign
2026-05-23 11:03:18.135377,11,3,18,16.5,41.2,0.5,94.0,21.28,216,216,3,0,1,1,1,0,8,2630,12.1759,0,0.0,1368,107,107,1,16.5,benign
2026-05-23 11:03:28.418980,11,3,28,17.0,41.1,0.5,94.0,21.45,216,216,3,0,1,1,1,0,8,2590,11.9907,0,0.0,1368,106,108,1,17.0,benign
2026-05-23 11:03:38.809998,11,3,38,17.6,41.2,0.5,94.0,21.62,216,216,3,0,1,1,1,0,8,2577,11.9306,0,0.0,1368,106,104,1,17.6,benign
2026-05-23 11:03:48.919842,11,3,48,17.6,41.2,0.5,94.0,21.8,216,216,3,0,1,1,1,0,8,2567,11.8843,0,0.0,1368,106,105,1,17.6,benign
2026-05-23 11:03:58.934712,11,3,58,21.2,41.2,0.5,94.2,21.96,215,215,3,0,1,1,1,0,8,2542,11.8233,0,0.0,1368,105,107,1,21.2,benign
2026-05-23 11:04:09.000220,11,4,9,18.8,40.4,0.5,94.0,22.13,215,215,3,0,1,1,1,0,8,2544,11.8326,0,0.0,1368,107,106,1,18.8,benign
2026-05-23 11:04:18.037729,11,4,18,24.5,40.4,0.5,94.0,22.3,215,213,3,0,1,1,1,0,8,2627,12.2186,0,0.0,1370,111,109,1,24.5,benign
2026-05-23 11:04:26.306334,11,4,26,1.9,41.0,0.5,94.0,22.45,215,215,3,0,1,1,1,0,8,2696,12.5395,0,0.0,1375,110,110,1,1.9,benign
2026-05-23 11:04:34.925437,11,4,34,4.6,40.9,0.5,94.0,22.59,215,215,2,0,1,1,1,0,8,2672,12.4279,0,0.0,1375,107,107,1,4.6,benign
2026-05-23 11:04:44.816093,11,4,44,4.4,40.9,0.5,94.0,22.73,215,215,2,0,1,1,1,0,8,2660,12.3721,0,0.0,1375,109,110,1,4.4,benign
2026-05-23 11:04:54.414749,11,4,54,1.9,40.8,0.5,94.0,22.9,214,214,2,0,1,1,1,0,8,2648,12.3738,0,0.0,1375,109,109,1,1.9,benign
2026-05-23 11:05:03.988630,11,5,3,0.7,40.8,0.5,94.0,23.06,214,214,2,0,1,1,1,0,8,2653,12.3972,0,0.0,1375,109,107,1,0.7,benign
2026-05-23 11:05:13.706027,11,5,13,0.7,40.8,0.5,94.0,23.22,214,214,2,0,1,1,1,0,8,2650,12.3832,0,0.0,1375,109,111,1,0.7,benign
2026-05-23 11:05:23.463259,11,5,23,8.1,40.8,0.5,94.0,23.38,213,213,2,0,1,1,1,0,8,2628,12.338,0,0.0,1374,126,110,1,8.1,benign
2026-05-23 11:05:34.282216,11,5,34,9.4,42.1,0.5,94.0,23.54,219,217,3,0,1,1,1,0,8,2757,12.589,0,0.0,1419,159,160,1,9.4,benign
2026-05-23 11:05:45.509625,11,5,45,15.2,44.9,0.5,94.1,23.72,220,220,5,0,1,1,1,0,8,2738,12.4455,0,0.0,1450,164,166,1,15.2,benign
2026-05-23 11:05:56.360855,11,5,56,6.5,46.0,0.5,94.1,23.91,221,221,3,0,1,1,1,0,8,2723,12.3213,0,0.0,1460,150,164,1,6.5,benign
2026-05-23 11:06:07.371157,11,6,7,9.4,45.6,0.5,94.1,24.09,221,221,3,0,1,1,1,0,8,2704,12.2353,0,0.0,1460,135,144,1,9.4,benign
2026-05-23 11:06:18.404884,11,6,18,11.9,45.9,0.5,94.1,24.27,220,220,4,0,1,1,1,0,8,2683,12.1955,0,0.0,1460,131,131,1,11.9,benign
2026-05-23 11:06:29.056789,11,6,29,6.2,46.0,0.5,94.1,24.46,220,220,3,0,1,1,1,0,8,2682,12.1909,0,0.0,1460,132,131,1,6.2,benign
2026-05-23 11:06:40.288624,11,6,40,21.5,45.5,0.5,94.1,24.63,226,226,3,0,1,1,1,0,8,2736,12.1062,0,0.0,1471,154,150,1,21.5,benign
2026-05-23 11:06:51.150571,11,6,51,11.7,46.8,0.5,94.0,24.82,223,223,3,0,1,1,1,0,8,2719,12.1928,0,0.0,1501,155,154,1,11.7,benign
2026-05-23 11:07:01.865661,11,7,1,9.9,46.4,0.5,94.0,25.0,223,223,3,0,1,1,1,0,8,2713,12.1659,0,0.0,1501,146,155,1,9.9,benign
2026-05-23 11:07:12.790865,11,7,12,9.4,46.4,0.5,94.0,25.18,223,223,3,0,1,1,1,0,8,2707,12.139,0,0.0,1501,134,135,1,9.4,benign
2026-05-23 11:07:23.976817,11,7,23,14.9,46.4,0.5,94.0,25.36,223,223,3,0,1,1,1,0,8,2722,12.2063,0,0.0,1504,137,133,1,14.9,benign
2026-05-23 11:07:35.062626,11,7,35,5.6,47.3,0.5,94.0,25.55,223,223,3,0,1,1,1,0,8,2713,12.1659,0,0.0,1504,140,135,1,5.6,benign
2026-05-23 11:07:46.476501,11,7,46,16.4,47.5,0.5,94.0,25.73,223,223,3,0,1,1,1,0,8,2692,12.0717,0,0.0,1493,141,141,1,16.4,benign
2026-05-23 11:07:57.297776,11,7,57,12.4,46.5,0.5,94.0,25.92,221,221,3,0,1,1,1,0,8,2639,11.9412,0,0.0,1483,136,140,1,12.4,benign
2026-05-23 11:08:08.034693,11,8,8,11.0,46.5,0.5,94.0,26.1,221,221,3,0,1,1,1,0,8,2633,11.914,0,0.0,1478,131,136,1,11.0,benign
2026-05-23 11:08:18.710322,11,8,18,7.9,46.4,0.5,94.0,26.28,221,221,3,0,1,1,1,0,8,2622,11.8643,0,0.0,1478,133,133,1,7.9,benign
2026-05-23 11:08:29.406762,11,8,29,11.5,46.3,0.5,94.0,26.46,221,221,3,0,1,1,1,0,8,2629,11.8959,0,0.0,1478,130,132,1,11.5,benign
2026-05-23 11:08:40.179360,11,8,40,10.0,46.3,0.5,94.0,26.64,221,221,3,0,1,1,1,0,8,2620,11.8552,0,0.0,1478,119,116,1,10.0,benign
2026-05-23 11:08:50.734058,11,8,50,3.9,46.2,0.5,94.0,26.82,221,221,3,0,1,1,1,0,8,2612,11.819,0,0.0,1478,119,119,1,3.9,benign
2026-05-23 11:09:01.262322,11,9,1,18.5,46.1,0.5,94.0,26.99,220,220,3,0,1,1,1,0,8,2604,11.8364,0,0.0,1478,118,119,1,18.5,benign
2026-05-23 11:09:12.122421,11,9,12,11.9,46.5,0.5,94.0,27.17,220,220,4,0,1,1,1,0,8,2615,11.8864,0,0.0,1480,122,119,1,11.9,benign
2026-05-23 11:09:23.223748,11,9,23,17.9,46.5,0.5,94.0,27.35,221,221,3,0,1,1,1,0,8,2662,12.0452,0,0.0,1477,123,123,1,17.9,benign
2026-05-23 11:09:34.010470,11,9,34,17.4,46.2,0.5,94.0,27.54,221,221,3,0,1,1,1,0,8,2655,12.0136,0,0.0,1477,116,119,1,17.4,benign
2026-05-23 11:09:44.757693,11,9,44,12.3,46.0,0.5,94.0,27.72,221,221,3,0,1,1,1,0,8,2649,11.9864,0,0.0,1477,118,120,1,12.3,benign
2026-05-23 11:09:55.545708,11,9,55,3.8,46.0,0.5,94.0,27.9,221,221,3,0,1,1,1,0,8,2642,11.9548,0,0.0,1477,118,118,1,3.8,benign
2026-05-23 11:10:06.080176,11,10,6,9.2,46.0,0.5,94.0,28.07,220,220,3,0,1,1,1,0,8,2630,11.9545,0,0.0,1477,114,115,1,9.2,benign
2026-05-23 11:10:16.868099,11,10,16,5.0,46.0,0.5,94.0,28.25,220,220,3,0,1,1,1,0,8,2624,11.9273,10,0.0455,1477,114,114,1,0.5,benign
2026-05-23 11:10:27.471360,11,10,27,4.6,46.0,0.5,94.0,28.43,220,220,3,0,1,1,1,0,8,2623,11.9227,6,0.0273,1471,114,114,1,0.7667,benign
2026-05-23 11:10:38.123412,11,10,38,7.2,45.9,0.5,94.0,28.61,219,219,3,0,1,1,1,0,8,2629,12.0046,2,0.0091,1471,115,112,1,3.6,benign
2026-05-23 11:10:48.702061,11,10,48,11.0,46.0,0.5,94.0,28.78,219,219,3,0,1,1,1,0,8,2627,11.9954,0,0.0,1471,115,113,1,11.0,benign
2026-05-23 11:10:59.172870,11,10,59,26.8,46.0,0.5,94.0,28.96,219,219,4,0,1,1,1,0,8,2629,12.0046,0,0.0,1471,115,116,1,26.8,benign
2026-05-23 11:11:09.720126,11,11,9,8.2,46.1,0.5,94.0,29.14,219,219,3,0,1,1,1,0,8,2627,11.9954,0,0.0,1471,115,113,1,8.2,benign
2026-05-23 11:11:20.209520,11,11,20,6.2,46.1,0.5,94.0,29.31,219,219,3,0,1,1,1,0,8,2599,11.8676,0,0.0,1471,115,112,1,6.2,benign
2026-05-23 11:11:30.750905,11,11,30,5.3,46.5,0.5,94.0,29.49,218,218,3,0,1,1,1,0,8,2614,11.9908,5,0.0229,1471,110,115,1,1.06,benign
2026-05-23 11:11:41.689684,11,11,41,14.3,46.3,0.5,94.0,29.66,219,219,3,0,1,1,1,0,8,2648,12.0913,0,0.0,1478,114,111,1,14.3,benign
2026-05-23 11:11:52.306052,11,11,52,1.9,46.3,0.5,94.0,29.84,221,219,2,0,1,1,1,0,8,2674,12.0995,0,0.0,1497,112,114,1,1.9,benign
2026-05-23 11:12:03.125514,11,12,3,4.4,45.9,0.5,94.0,30.02,218,218,2,0,1,1,1,0,8,2658,12.1927,0,0.0,1497,109,112,1,4.4,benign
2026-05-23 11:12:13.897969,11,12,13,2.6,45.8,0.5,94.0,30.2,218,218,2,0,1,1,1,0,8,2673,12.2615,0,0.0,1496,113,110,1,2.6,benign
2026-05-23 11:12:25.230627,11,12,25,7.5,46.0,0.5,94.0,30.38,223,223,2,0,1,1,1,0,8,2794,12.5291,0,0.0,1498,113,113,1,7.5,benign
2026-05-23 11:12:36.092635,11,12,36,11.4,45.9,0.5,94.0,30.57,222,222,2,0,1,1,1,0,8,2754,12.4054,0,0.0,1498,104,100,1,11.4,benign
2026-05-23 11:12:46.780011,11,12,46,10.0,45.3,3.1,94.0,30.75,221,220,2,0,1,1,1,0,8,2723,12.3213,0,0.0,1478,105,104,1,10.0,benign
2026-05-23 11:12:57.763564,11,12,57,5.0,44.9,3.1,94.0,30.93,219,220,2,0,1,1,1,0,8,2723,12.4338,0,0.0,1478,104,106,1,5.0,benign
2026-05-23 11:13:08.270549,11,13,8,11.7,44.7,3.1,94.0,31.11,219,218,2,0,1,1,1,0,8,2702,12.3379,0,0.0,1471,103,103,1,11.7,benign
2026-05-23 11:13:18.768858,11,13,18,5.4,44.6,3.1,94.1,31.29,217,218,2,0,1,1,1,0,8,2691,12.4009,0,0.0,1471,102,103,1,5.4,benign
2026-05-23 11:13:29.215926,11,13,29,7.8,44.6,3.1,94.1,31.46,216,217,2,0,1,1,1,0,8,2630,12.1759,0,0.0,1465,103,105,1,7.8,benign
2026-05-23 11:13:40.061981,11,13,40,5.8,44.6,3.1,94.1,31.64,216,217,2,0,1,1,1,0,8,2617,12.1157,0,0.0,1465,106,103,1,5.8,benign
2026-05-23 11:13:50.245671,11,13,50,1.9,44.6,3.1,94.1,31.82,216,216,2,0,1,1,1,0,8,2593,12.0046,0,0.0,1465,103,106,1,1.9,benign
2026-05-23 11:14:00.724843,11,14,0,9.0,44.6,3.1,94.1,31.99,215,216,2,0,1,1,1,0,8,2604,12.1116,0,0.0,1465,101,103,1,9.0,benign
2026-05-23 11:14:11.217063,11,14,11,1.9,44.6,3.1,94.1,32.16,215,216,2,0,1,1,1,0,8,2602,12.1023,0,0.0,1465,100,101,1,1.9,benign
2026-05-23 11:14:21.550817,11,14,21,5.6,44.6,3.1,94.1,32.34,215,215,2,0,1,1,1,0,8,2592,12.0558,0,0.0,1465,98,99,1,5.6,benign
2026-05-23 11:14:31.685815,11,14,31,5.1,44.5,3.1,94.1,32.51,214,215,2,0,1,1,1,0,8,2586,12.0841,0,0.0,1465,98,100,1,5.1,benign
2026-05-23 11:14:41.910627,11,14,41,8.9,44.4,3.1,94.1,32.68,214,215,2,0,1,1,1,0,8,2537,11.8551,0,0.0,1465,99,99,1,8.9,benign
2026-05-23 11:14:52.236512,11,14,52,3.3,44.4,3.1,94.1,32.85,215,216,2,0,1,1,1,0,8,2557,11.893,0,0.0,1465,98,101,1,3.3,benign
2026-05-23 11:15:02.794568,11,15,2,2.7,44.4,3.1,94.1,33.02,215,216,2,0,1,1,1,0,8,2558,11.8977,0,0.0,1465,98,100,1,2.7,benign
2026-05-23 11:15:13.094324,11,15,13,6.4,44.5,3.1,94.1,33.2,215,216,2,0,1,1,1,0,8,2555,11.8837,0,0.0,1465,100,100,1,6.4,benign
2026-05-23 11:15:23.228861,11,15,23,2.6,44.4,3.1,94.1,33.37,215,216,2,0,1,1,1,0,8,2567,11.9395,0,0.0,1465,96,98,1,2.6,benign
2026-05-23 11:15:33.586478,11,15,33,3.1,44.4,3.1,94.1,33.54,215,216,2,0,1,1,1,0,8,2560,11.907,0,0.0,1465,96,95,1,3.1,benign
2026-05-23 11:15:45.439164,11,15,45,47.8,45.1,3.1,94.1,33.71,223,226,4,0,1,1,1,0,8,2754,12.3498,0,0.0,1465,102,100,1,47.8,benign
2026-05-23 11:15:56.444819,11,15,56,13.9,45.3,3.0,94.1,33.91,225,226,4,0,1,1,1,0,8,2771,12.3156,0,0.0,1466,102,101,1,13.9,benign
2026-05-23 11:16:07.914673,11,16,7,14.4,45.4,3.0,94.1,34.09,225,226,3,0,1,1,1,0,8,2748,12.2133,0,0.0,1466,100,100,1,14.4,benign
2026-05-23 11:16:18.701558,11,16,18,17.5,45.3,3.0,94.1,34.28,224,225,3,0,1,1,1,0,8,2744,12.25,0,0.0,1466,97,98,1,17.5,benign
2026-05-23 11:16:29.736071,11,16,29,21.0,45.3,3.0,94.1,34.46,224,225,3,0,1,1,1,0,8,2735,12.2098,0,0.0,1466,94,96,1,21.0,benign
2026-05-23 11:16:40.811292,11,16,40,8.2,45.3,3.0,94.1,34.64,225,226,3,0,1,1,1,0,8,2727,12.12,0,0.0,1462,98,95,1,8.2,benign
2026-05-23 11:16:51.590263,11,16,51,6.3,45.7,3.0,94.1,34.83,225,226,2,0,1,1,1,0,8,2737,12.1644,0,0.0,1492,98,98,1,6.3,benign
2026-05-23 11:17:02.461355,11,17,2,5.7,45.6,3.0,94.1,35.01,225,226,2,0,1,1,1,0,8,2706,12.0267,0,0.0,1492,96,96,1,5.7,benign
2026-05-23 11:17:13.477773,11,17,13,7.5,45.6,3.0,94.1,35.19,225,226,2,0,1,1,1,0,8,2691,11.96,0,0.0,1492,96,96,1,7.5,benign
2026-05-23 11:17:24.385058,11,17,24,3.4,45.5,3.0,94.1,35.37,225,226,2,0,1,1,1,0,8,2727,12.12,0,0.0,1492,97,96,1,3.4,benign
2026-05-23 11:17:35.231821,11,17,35,12.5,44.1,3.0,94.1,35.56,225,225,4,0,1,1,1,0,8,2734,12.1511,0,0.0,1492,94,95,1,12.5,benign
2026-05-23 11:17:45.993814,11,17,45,6.2,43.9,3.0,94.1,35.74,222,223,2,0,1,1,1,0,8,2699,12.1577,0,0.0,1481,96,97,1,6.2,benign
2026-05-23 11:17:56.472759,11,17,56,4.5,43.8,3.0,94.1,35.92,221,222,2,0,1,1,1,0,8,2640,11.9457,0,0.0,1481,95,95,1,4.5,benign
2026-05-23 11:18:07.146779,11,18,7,3.8,43.8,3.0,94.1,36.09,221,222,2,0,1,1,1,0,8,2617,11.8416,0,0.0,1471,93,94,1,3.8,benign
2026-05-23 11:18:17.397212,11,18,17,1.9,43.5,3.0,94.1,36.27,220,221,2,0,1,1,1,0,8,2598,11.8091,0,0.0,1466,94,94,1,1.9,benign
