timestamp,hour,minute,second,cpu_usage,memory_usage,swap_memory,disk_usage_percent,system_uptime_minutes,process_count,active_processes,background_processes,high_cpu_processes,high_memory_processes,python_processes,shell_processes,suspicious_process_names,zombie_processes,cpu_threads,total_threads,thread_to_process_ratio,keyboard_events,keyboard_to_process_ratio,total_open_files,network_connections,total_connections,users_logged_in,cpu_to_keyboard_ratio,label
2026-05-23T00:41:28.074764,0,41,28,3.7,51.2,0.0,71.8,246.03,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,18,19,2,3.7,benign
2026-05-23T00:41:30.613619,0,41,30,2.8,51.2,0.0,71.8,246.07,225,228,220,1,2,1,7,5,0,4,562,2.4978,0,0.0,114,17,18,2,2.8,benign
2026-05-23T00:41:33.202469,0,41,33,1.9,51.2,0.0,71.8,246.12,225,225,217,1,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,1.9,benign
2026-05-23T00:41:35.843759,0,41,35,3.6,51.2,0.0,71.8,246.16,225,227,219,1,2,1,7,5,0,4,562,2.4978,0,0.0,114,17,18,2,3.6,benign
2026-05-23T00:41:38.309287,0,41,38,2.6,51.2,0.0,71.8,246.2,225,225,217,1,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,2.6,benign
2026-05-23T00:41:40.853925,0,41,40,1.8,51.2,0.0,71.8,246.24,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,1.8,benign
2026-05-23T00:41:43.408821,0,41,43,1.9,51.2,0.0,71.8,246.29,225,225,217,1,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,1.9,benign
2026-05-23T00:41:46.022298,0,41,46,0.9,51.2,0.0,71.8,246.33,225,225,217,1,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,0.9,benign
2026-05-23T00:41:48.539875,0,41,48,0.0,51.2,0.0,71.8,246.37,225,225,217,1,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,0.0,benign
2026-05-23T00:41:51.118434,0,41,51,1.8,51.2,0.0,71.8,246.41,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,1.8,benign
2026-05-23T00:41:53.943778,0,41,53,2.0,51.3,0.0,71.8,246.46,225,225,217,1,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,2.0,benign
2026-05-23T00:41:56.440434,0,41,56,1.8,51.3,0.0,71.8,246.5,225,225,217,1,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,1.8,benign
2026-05-23T00:41:59.037466,0,41,59,1.8,51.3,0.0,71.8,246.55,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,18,19,2,1.8,benign
2026-05-23T00:42:01.614706,0,42,1,3.8,51.3,0.0,71.8,246.59,225,225,217,1,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,3.8,benign
2026-05-23T00:42:04.506432,0,42,4,1.8,51.3,0.0,71.8,246.63,225,225,217,1,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,1.8,benign
2026-05-23T00:42:07.001559,0,42,7,7.4,51.3,0.0,71.8,246.68,227,224,216,1,2,1,6,5,0,4,561,2.4714,0,0.0,114,17,18,2,7.4,benign
2026-05-23T00:42:09.491074,0,42,9,1.8,51.3,0.0,71.8,246.72,224,224,216,0,2,1,6,5,0,4,561,2.5045,0,0.0,114,17,18,2,1.8,benign
2026-05-23T00:42:12.023330,0,42,12,7.3,51.3,0.0,71.8,246.76,227,224,216,0,2,1,6,5,0,4,561,2.4714,0,0.0,114,17,18,2,7.3,benign
2026-05-23T00:42:14.544609,0,42,14,0.9,51.3,0.0,71.8,246.81,224,224,216,0,2,1,6,5,0,4,561,2.5045,0,0.0,114,17,18,2,0.9,benign
2026-05-23T00:42:17.108016,0,42,17,8.3,51.3,0.0,71.8,246.85,227,224,216,1,2,1,6,5,0,4,561,2.4714,0,0.0,114,17,18,2,8.3,benign
2026-05-23T00:42:19.759641,0,42,19,2.0,51.3,0.0,71.8,246.89,224,224,216,0,2,1,6,5,0,4,561,2.5045,0,0.0,114,17,18,2,2.0,benign
2026-05-23T00:42:22.278287,0,42,22,2.9,51.3,0.0,71.8,246.93,227,224,216,1,2,1,6,5,0,4,561,2.4714,0,0.0,114,17,18,2,2.9,benign
2026-05-23T00:42:24.804265,0,42,24,2.9,51.3,0.0,71.8,246.98,224,224,216,1,2,1,6,5,0,4,561,2.5045,0,0.0,114,17,18,2,2.9,benign
2026-05-23T00:42:27.275921,0,42,27,4.1,51.3,0.0,71.8,247.02,227,224,216,1,2,1,6,5,0,4,561,2.4714,0,0.0,114,17,18,2,4.1,benign
2026-05-23T00:42:29.769789,0,42,29,1.8,51.3,0.0,71.8,247.06,224,225,217,0,2,1,6,5,0,4,562,2.5089,0,0.0,114,17,18,2,1.8,benign
2026-05-23T00:42:32.304358,0,42,32,2.7,51.3,0.0,71.8,247.1,228,225,217,0,2,1,6,5,0,4,562,2.4649,0,0.0,114,17,18,2,2.7,benign
2026-05-23T00:42:35.132310,0,42,35,3.6,51.3,0.0,71.8,247.14,225,226,218,1,2,1,7,5,0,4,563,2.5022,0,0.0,117,17,18,2,3.6,benign
2026-05-23T00:42:37.686662,0,42,37,1.8,51.3,0.0,71.8,247.19,228,225,217,1,2,1,6,5,0,4,562,2.4649,0,0.0,114,17,18,2,1.8,benign
2026-05-23T00:42:40.141665,0,42,40,1.8,51.3,0.0,71.8,247.23,225,228,220,1,2,1,7,5,0,4,565,2.5111,0,0.0,124,17,18,2,1.8,benign
2026-05-23T00:42:42.688029,0,42,42,2.0,51.3,0.0,71.8,247.27,228,225,217,0,2,1,6,5,0,4,562,2.4649,0,0.0,114,17,18,2,2.0,benign
2026-05-23T00:42:45.226706,0,42,45,1.9,51.3,0.0,71.8,247.32,225,228,220,1,2,1,7,5,0,4,565,2.5111,0,0.0,124,17,18,2,1.9,benign
2026-05-23T00:42:47.875135,0,42,47,3.5,51.3,0.0,71.8,247.36,228,225,217,0,2,1,6,5,0,4,562,2.4649,0,0.0,114,17,18,2,3.5,benign
2026-05-23T00:42:50.414906,0,42,50,3.5,51.3,0.0,71.8,247.4,225,228,220,1,2,1,7,5,0,4,565,2.5111,0,0.0,124,17,18,2,3.5,benign
2026-05-23T00:42:52.944166,0,42,52,3.5,51.3,0.0,71.8,247.45,228,225,217,1,2,1,6,5,0,4,562,2.4649,0,0.0,114,17,18,2,3.5,benign
2026-05-23T00:42:55.397228,0,42,55,1.0,51.3,0.0,71.8,247.49,225,228,220,0,2,1,7,5,0,4,565,2.5111,0,0.0,124,17,18,2,1.0,benign
2026-05-23T00:42:57.865702,0,42,57,1.8,51.3,0.0,71.8,247.53,228,225,217,0,2,1,6,5,0,4,562,2.4649,0,0.0,114,17,18,2,1.8,benign
2026-05-23T00:43:00.385899,0,43,0,1.9,51.3,0.0,71.8,247.57,225,228,220,0,2,1,7,5,0,4,565,2.5111,0,0.0,124,17,18,2,1.9,benign
2026-05-23T00:43:03.156709,0,43,3,1.9,51.3,0.0,71.8,247.61,228,225,217,1,2,1,6,5,0,4,562,2.4649,0,0.0,114,17,18,2,1.9,benign
2026-05-23T00:43:05.614076,0,43,5,2.6,51.3,0.0,71.8,247.66,225,228,220,1,2,1,7,5,0,4,565,2.5111,0,0.0,124,17,18,2,2.6,benign
2026-05-23T00:43:08.095495,0,43,8,4.8,51.3,0.0,71.8,247.7,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,4.8,benign
2026-05-23T00:43:10.653011,0,43,10,1.9,51.3,0.0,71.8,247.74,225,228,220,0,2,1,7,5,0,4,565,2.5111,0,0.0,124,17,18,2,1.9,benign
2026-05-23T00:43:13.584011,0,43,13,5.9,51.3,0.0,71.8,247.78,225,225,217,1,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,5.9,benign
2026-05-23T00:43:16.061634,0,43,16,1.0,51.3,0.0,71.8,247.83,225,225,217,1,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,1.0,benign
2026-05-23T00:43:18.560461,0,43,18,1.8,51.3,0.0,71.8,247.87,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,1.8,benign
2026-05-23T00:43:21.403032,0,43,21,1.9,51.3,0.0,71.8,247.91,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,1.9,benign
2026-05-23T00:43:23.923839,0,43,23,3.3,51.3,0.0,71.8,247.96,225,225,217,1,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,3.3,benign
2026-05-23T00:43:26.440001,0,43,26,2.7,51.3,0.0,71.8,248.0,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,2.7,benign
2026-05-23T00:43:28.936553,0,43,28,1.0,51.3,0.0,71.8,248.05,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,1.0,benign
2026-05-23T00:43:31.448986,0,43,31,1.9,51.3,0.0,71.8,248.09,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,1.9,benign
2026-05-23T00:43:33.964273,0,43,33,5.1,51.3,0.0,71.8,248.13,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,5.1,benign
2026-05-23T00:43:36.437744,0,43,36,3.0,51.3,0.0,71.8,248.17,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,3.0,benign
2026-05-23T00:43:38.947527,0,43,38,3.1,51.2,0.0,71.8,248.21,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,3.1,benign
2026-05-23T00:43:41.557089,0,43,41,2.9,51.2,0.0,71.8,248.25,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,2.9,benign
2026-05-23T00:43:44.045116,0,43,44,2.6,51.2,0.0,71.8,248.3,225,225,217,1,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,2.6,benign
2026-05-23T00:43:46.566779,0,43,46,2.6,51.3,0.0,71.8,248.34,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,2.6,benign
2026-05-23T00:43:49.032401,0,43,49,3.0,51.3,0.0,71.8,248.38,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,3.0,benign
2026-05-23T00:43:51.575932,0,43,51,2.5,51.3,0.0,71.8,248.42,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,2.5,benign
2026-05-23T00:43:54.109982,0,43,54,2.5,51.3,0.0,71.8,248.47,225,225,217,1,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,2.5,benign
2026-05-23T00:43:56.581902,0,43,56,1.9,51.3,0.0,71.8,248.51,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,1.9,benign
2026-05-23T00:43:59.033400,0,43,59,0.9,51.3,0.0,71.8,248.55,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,0.9,benign
2026-05-23T00:44:01.548628,0,44,1,0.9,51.3,0.0,71.8,248.59,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,0.9,benign
2026-05-23T00:44:04.090842,0,44,4,3.7,51.3,0.0,71.8,248.63,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,3.7,benign
2026-05-23T00:44:06.588474,0,44,6,0.9,51.3,0.0,71.8,248.67,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,0.9,benign
2026-05-23T00:44:09.044289,0,44,9,1.0,51.3,0.0,71.8,248.71,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,1.0,benign
2026-05-23T00:44:11.890576,0,44,11,1.9,51.3,0.0,71.8,248.76,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,1.9,benign
2026-05-23T00:44:14.457555,0,44,14,1.0,51.3,0.0,71.8,248.8,225,225,217,1,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,1.0,benign
2026-05-23T00:44:16.974911,0,44,16,4.5,51.3,0.0,71.8,248.85,225,225,217,1,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,4.5,benign
2026-05-23T00:44:19.629709,0,44,19,0.9,51.3,0.0,71.8,248.89,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,0.9,benign
2026-05-23T00:44:22.465454,0,44,22,5.3,51.3,0.0,71.8,248.93,228,225,217,1,2,1,6,5,0,4,562,2.4649,0,0.0,114,17,18,2,5.3,benign
2026-05-23T00:44:25.065121,0,44,25,2.6,51.3,0.0,71.8,248.98,225,228,220,1,2,1,7,5,0,4,565,2.5111,0,0.0,124,17,18,2,2.6,benign
2026-05-23T00:44:27.556540,0,44,27,3.1,51.3,0.0,71.8,249.02,228,225,217,1,2,1,6,5,0,4,562,2.4649,0,0.0,114,17,18,2,3.1,benign
2026-05-23T00:44:30.045296,0,44,30,1.8,51.3,0.0,71.8,249.06,225,228,220,0,2,1,7,5,0,4,565,2.5111,0,0.0,124,17,18,2,1.8,benign
2026-05-23T00:44:32.562398,0,44,32,0.9,51.3,0.0,71.8,249.11,228,225,217,0,2,1,6,5,0,4,562,2.4649,0,0.0,114,17,18,2,0.9,benign
2026-05-23T00:44:35.114650,0,44,35,2.6,51.3,0.0,71.8,249.15,225,228,220,0,2,1,7,5,0,4,565,2.5111,0,0.0,124,17,18,2,2.6,benign
2026-05-23T00:44:37.707211,0,44,37,2.6,51.3,0.0,71.8,249.19,228,225,217,1,2,1,6,5,0,4,562,2.4649,0,0.0,114,17,18,2,2.6,benign
2026-05-23T00:44:40.186159,0,44,40,0.0,51.3,0.0,71.8,249.23,225,228,220,1,2,1,7,5,0,4,565,2.5111,0,0.0,124,17,18,2,0.0,benign
2026-05-23T00:44:42.843062,0,44,42,2.8,51.2,0.0,71.8,249.27,228,225,217,0,2,1,6,5,0,4,562,2.4649,0,0.0,114,17,18,2,2.8,benign
2026-05-23T00:44:45.371549,0,44,45,2.8,51.2,0.0,71.8,249.32,225,228,220,1,2,1,7,5,0,4,565,2.5111,0,0.0,124,17,18,2,2.8,benign
2026-05-23T00:44:47.936124,0,44,47,4.8,51.2,0.0,71.8,249.36,228,225,217,1,2,1,6,5,0,4,562,2.4649,0,0.0,114,17,18,2,4.8,benign
2026-05-23T00:44:50.482058,0,44,50,3.8,51.2,0.0,71.8,249.4,225,228,220,0,2,1,7,5,0,4,565,2.5111,0,0.0,124,17,18,2,3.8,benign
2026-05-23T00:44:52.956561,0,44,52,4.5,51.2,0.0,71.8,249.45,228,225,217,0,2,1,6,5,0,4,562,2.4649,0,0.0,114,17,18,2,4.5,benign
2026-05-23T00:44:55.436935,0,44,55,1.8,51.2,0.0,71.8,249.49,225,228,220,0,2,1,7,5,0,4,565,2.5111,0,0.0,124,17,18,2,1.8,benign
2026-05-23T00:44:57.912329,0,44,57,2.0,51.2,0.0,71.8,249.53,228,225,217,0,2,1,6,5,0,4,562,2.4649,0,0.0,114,17,18,2,2.0,benign
2026-05-23T00:45:00.738238,0,45,0,1.8,51.2,0.0,71.8,249.57,225,228,220,1,2,1,7,5,0,4,565,2.5111,0,0.0,124,17,18,2,1.8,benign
2026-05-23T00:45:03.238370,0,45,3,6.8,51.2,0.0,71.8,249.62,225,225,217,1,2,1,6,5,0,4,562,2.4978,0,0.0,114,18,19,2,6.8,benign
2026-05-23T00:45:05.737593,0,45,5,0.9,51.2,0.0,71.8,249.66,225,228,220,0,2,1,7,5,0,4,565,2.5111,0,0.0,124,17,18,2,0.9,benign
2026-05-23T00:45:08.196623,0,45,8,2.9,51.2,0.0,71.8,249.7,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,2.9,benign
2026-05-23T00:45:10.691324,0,45,10,1.8,51.2,0.0,71.8,249.74,225,228,220,0,2,1,7,5,0,4,565,2.5111,0,0.0,124,17,18,2,1.8,benign
2026-05-23T00:45:13.218593,0,45,13,2.0,51.2,0.0,71.8,249.78,225,225,217,1,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,2.0,benign
2026-05-23T00:45:15.681908,0,45,15,0.0,51.3,0.0,71.8,249.83,225,228,220,0,2,1,7,5,0,4,565,2.5111,0,0.0,124,17,18,2,0.0,benign
2026-05-23T00:45:18.169713,0,45,18,2.8,51.3,0.0,71.8,249.87,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,2.8,benign
2026-05-23T00:45:20.699974,0,45,20,2.7,51.3,0.0,71.8,249.91,225,228,220,0,2,1,7,5,0,4,565,2.5111,0,0.0,124,17,18,2,2.7,benign
2026-05-23T00:45:23.336168,0,45,23,2.9,51.3,0.0,71.8,249.95,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,2.9,benign
2026-05-23T00:45:25.801458,0,45,25,1.9,51.3,0.0,71.8,249.99,225,228,220,1,2,1,7,5,0,4,565,2.5111,0,0.0,124,17,18,2,1.9,benign
2026-05-23T00:45:28.242198,0,45,28,4.5,51.3,0.0,71.8,250.04,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,4.5,benign
2026-05-23T00:45:31.003639,0,45,31,0.8,51.3,0.0,71.8,250.08,225,228,220,0,2,1,7,5,0,4,562,2.4978,0,0.0,114,17,18,2,0.8,benign
2026-05-23T00:45:33.521820,0,45,33,0.9,51.3,0.0,71.8,250.12,225,225,217,1,2,1,6,5,0,4,563,2.5022,0,0.0,115,17,18,2,0.9,benign
2026-05-23T00:45:36.019064,0,45,36,3.7,51.3,0.0,71.8,250.16,225,228,220,0,2,1,7,5,0,4,563,2.5022,0,0.0,114,17,18,2,3.7,benign
2026-05-23T00:45:38.532631,0,45,38,1.5,51.3,0.0,71.8,250.21,225,225,217,0,2,1,6,5,0,4,563,2.5022,0,0.0,114,17,18,2,1.5,benign
2026-05-23T00:45:41.037869,0,45,41,2.8,51.3,0.0,71.8,250.25,225,228,220,0,2,1,7,5,0,4,563,2.5022,0,0.0,114,17,18,2,2.8,benign
2026-05-23T00:45:43.539219,0,45,43,1.9,51.2,0.0,71.8,250.29,225,225,217,0,2,1,6,5,0,4,563,2.5022,0,0.0,114,17,18,2,1.9,benign
2026-05-23T00:45:46.031184,0,45,46,2.8,51.2,0.0,71.8,250.33,225,228,220,0,2,1,7,5,0,4,563,2.5022,0,0.0,114,17,18,2,2.8,benign
2026-05-23T00:45:48.503514,0,45,48,1.8,51.2,0.0,71.8,250.37,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,1.8,benign
2026-05-23T00:45:51.321840,0,45,51,0.0,51.2,0.0,71.8,250.41,225,228,220,0,2,1,7,5,0,4,562,2.4978,0,0.0,114,18,19,2,0.0,benign
2026-05-23T00:45:53.853262,0,45,53,4.0,51.2,0.0,71.8,250.46,225,225,217,1,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,4.0,benign
2026-05-23T00:45:56.295526,0,45,56,1.8,51.2,0.0,71.8,250.5,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,1.8,benign
2026-05-23T00:45:58.753355,0,45,58,2.7,51.2,0.0,71.8,250.54,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,2.7,benign
2026-05-23T00:46:01.220030,0,46,1,1.7,51.2,0.0,71.8,250.58,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,1.7,benign
2026-05-23T00:46:03.697371,0,46,3,0.9,51.2,0.0,71.8,250.63,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,0.9,benign
2026-05-23T00:46:06.147847,0,46,6,3.1,51.2,0.0,71.8,250.67,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,3.1,benign
2026-05-23T00:46:08.588417,0,46,8,1.7,51.2,0.0,71.8,250.71,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,1.7,benign
2026-05-23T00:46:11.096101,0,46,11,1.8,51.2,0.0,71.8,250.75,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,1.8,benign
2026-05-23T00:46:13.605396,0,46,13,1.0,51.2,0.0,71.8,250.79,225,225,217,1,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,1.0,benign
2026-05-23T00:46:16.072469,0,46,16,4.9,51.2,0.0,71.8,250.83,225,227,219,0,2,1,7,5,0,4,562,2.4978,0,0.0,114,17,18,2,4.9,benign
2026-05-23T00:46:18.551008,0,46,18,0.0,51.2,0.0,71.8,250.87,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,0.0,benign
2026-05-23T00:46:21.170335,0,46,21,0.0,51.2,0.0,71.8,250.91,225,227,219,0,2,1,7,5,0,4,562,2.4978,0,0.0,114,17,18,2,0.0,benign
2026-05-23T00:46:23.705003,0,46,23,1.6,51.1,0.0,71.8,250.96,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,1.6,benign
2026-05-23T00:46:26.153707,0,46,26,2.1,51.1,0.0,71.8,251.0,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,2.1,benign
2026-05-23T00:46:28.728926,0,46,28,0.9,51.1,0.0,71.8,251.04,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,0.9,benign
2026-05-23T00:46:31.234023,0,46,31,1.0,51.1,0.0,71.8,251.08,225,225,217,1,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,1.0,benign
2026-05-23T00:46:34.045031,0,46,34,1.0,51.1,0.0,71.8,251.13,225,225,217,1,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,1.0,benign
2026-05-23T00:46:36.513424,0,46,36,1.8,51.1,0.0,71.8,251.17,225,225,217,1,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,1.8,benign
2026-05-23T00:46:39.007824,0,46,39,0.9,51.1,0.0,71.8,251.21,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,0.9,benign
2026-05-23T00:46:41.451713,0,46,41,3.4,51.1,0.0,71.8,251.26,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,3.4,benign
2026-05-23T00:46:43.951048,0,46,43,1.8,51.1,0.0,71.8,251.3,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,1.8,benign
2026-05-23T00:46:46.535316,0,46,46,3.2,51.1,0.0,71.8,251.34,225,225,217,0,2,1,6,5,0,4,562,2.4978,0,0.0,114,17,18,2,3.2,benign
2026-05-23T00:46:48.988987,0,46,48,8.9,51.1,0.0,71.8,251.38,226,226,218,1,2,1,6,5,0,4,563,2.4912,0,0.0,114,17,18,2,8.9,benign
2026-05-23T00:46:51.483670,0,46,51,1.8,51.1,0.0,71.8,251.42,226,226,218,0,2,1,6,5,0,4,563,2.4912,0,0.0,114,17,18,2,1.8,benign
2026-05-23T00:46:53.964274,0,46,53,2.7,51.1,0.0,71.8,251.46,226,226,218,0,2,1,6,5,0,4,563,2.4912,0,0.0,114,17,18,2,2.7,benign
2026-05-23T00:46:56.465197,0,46,56,4.7,51.1,0.0,71.8,251.5,226,226,218,0,2,1,6,5,0,4,563,2.4912,0,0.0,114,17,18,2,4.7,benign
2026-05-23T00:46:58.928486,0,46,58,1.7,51.1,0.0,71.8,251.55,226,226,218,0,2,1,6,5,0,4,563,2.4912,0,0.0,114,18,19,2,1.7,benign
2026-05-23T00:47:01.454055,0,47,1,1.7,51.1,0.0,71.8,251.59,226,226,218,0,2,1,6,5,0,4,563,2.4912,0,0.0,114,17,18,2,1.7,benign
2026-05-23T00:47:04.006446,0,47,4,1.8,51.1,0.0,71.8,251.63,226,226,218,0,2,1,6,5,0,4,563,2.4912,0,0.0,114,17,18,2,1.8,benign
2026-05-23T00:47:06.458367,0,47,6,1.9,51.1,0.0,71.8,251.67,226,226,218,1,2,1,6,5,0,4,563,2.4912,0,0.0,114,17,18,2,1.9,benign
2026-05-23T00:47:08.907480,0,47,8,2.6,51.1,0.0,71.8,251.71,226,226,218,0,2,1,6,5,0,4,563,2.4912,0,0.0,114,17,18,2,2.6,benign
2026-05-23T00:47:11.356167,0,47,11,1.7,51.1,0.0,71.8,251.75,226,226,218,0,2,1,6,5,0,4,563,2.4912,0,0.0,114,17,18,2,1.7,benign
2026-05-23T00:47:13.806896,0,47,13,2.7,51.1,0.0,71.8,251.79,226,226,218,0,2,1,6,5,0,4,563,2.4912,0,0.0,114,17,18,2,2.7,benign
2026-05-23T00:47:16.265698,0,47,16,1.8,51.1,0.0,71.8,251.84,226,226,218,0,2,1,6,5,0,4,563,2.4912,0,0.0,114,17,18,2,1.8,benign
2026-05-23T00:47:18.764711,0,47,18,0.8,51.1,0.0,71.8,251.88,226,227,219,0,2,1,6,5,0,4,564,2.4956,0,0.0,114,17,18,2,0.8,benign
2026-05-23T00:47:21.262414,0,47,21,1.8,51.1,0.0,71.8,251.92,227,227,219,0,2,1,6,5,0,4,564,2.4846,0,0.0,114,17,18,2,1.8,benign
2026-05-23T00:47:23.760373,0,47,23,1.8,51.1,0.0,71.8,251.96,227,227,219,0,2,1,6,5,0,4,564,2.4846,0,0.0,114,17,18,2,1.8,benign
2026-05-23T00:47:26.209805,0,47,26,3.0,51.1,0.0,71.8,252.0,227,227,219,0,2,1,6,5,0,4,564,2.4846,0,0.0,114,17,18,2,3.0,benign
2026-05-23T00:47:28.644205,0,47,28,1.8,51.2,0.0,71.8,252.04,227,227,219,0,2,1,6,5,0,4,564,2.4846,0,0.0,114,17,18,2,1.8,benign
2026-05-23T00:47:31.161984,0,47,31,0.0,51.2,0.0,71.8,252.08,227,230,222,0,2,1,7,5,0,4,564,2.4846,0,0.0,114,17,18,2,0.0,benign
2026-05-23T00:47:33.635506,0,47,33,2.8,51.2,0.0,71.8,252.12,227,227,219,0,2,1,6,5,0,4,564,2.4846,0,0.0,114,17,18,2,2.8,benign
2026-05-23T00:47:36.100431,0,47,36,3.3,51.2,0.0,71.8,252.17,227,230,222,0,2,1,7,5,0,4,567,2.4978,0,0.0,124,17,18,2,3.3,benign
2026-05-23T00:47:38.552675,0,47,38,4.5,51.2,0.0,71.8,252.21,227,227,219,0,2,1,6,5,0,4,564,2.4846,0,0.0,114,17,18,2,4.5,benign
2026-05-23T00:47:41.041330,0,47,41,0.9,51.2,0.0,71.8,252.25,227,230,222,0,2,1,7,5,0,4,567,2.4978,0,0.0,124,17,18,2,0.9,benign
2026-05-23T00:47:43.794551,0,47,43,4.3,51.2,0.0,71.8,252.29,227,227,219,0,2,1,6,5,0,4,564,2.4846,0,0.0,114,17,18,2,4.3,benign
2026-05-23T00:47:46.308898,0,47,46,1.6,51.2,0.0,71.8,252.34,227,230,222,1,2,1,7,5,0,4,566,2.4934,0,0.0,121,17,18,2,1.6,benign
2026-05-23T00:47:48.789394,0,47,48,1.8,51.2,0.0,71.8,252.38,227,227,219,0,2,1,6,5,0,4,564,2.4846,0,0.0,114,17,18,2,1.8,benign
2026-05-23T00:47:51.286741,0,47,51,0.0,51.2,0.0,71.8,252.42,227,230,222,0,2,1,7,5,0,4,566,2.4934,0,0.0,121,17,18,2,0.0,benign
2026-05-23T00:47:53.793583,0,47,53,3.0,51.2,0.0,71.8,252.46,227,227,219,0,2,1,6,5,0,4,564,2.4846,0,0.0,114,17,18,2,3.0,benign
